location_id,location_name,cause,intervention,population_age,predicted_icer_usd,predicted_icer_usd_median,predicted_icer_usd_lower,predicted_icer_usd_upper,predicted_icer_usd_25th_per,predicted_icer_usd_75th_per,region_min_icer,country_min_icer,country_max_icer,region_max_icer,total_ratio_count,kw_ratio_count,dalys_per_100k,prevalence_per_100k,burden_total,prevalence_total,input_per_year_per_test_cost,GDP_2019usd,efficacy,sensitivity,specificity,region_name,super_region_name,Status,u_l_ratio,intervention_type,cause_intervention,gdp_threshold_ochelak,gdp_threshold_pichon
197,eswatini,Tuberculosis,Xpert TB test,all ages,683,492,106,2380,300,856,,,,,,,2734,23400,31224.4,267250.3,12.1,3946,,64.6,99,southern sub-saharan africa,sub-saharan africa,eligible,22.54,prevention,Tuberculosis prevention,0.6,0.44
197,eswatini,Malaria,IPT for pregnant women,0 to 11 m,708,585,180,1881,404,900,,,,,,,302,32,86.4073451,9.163958683,3.6,3946,61,,,southern sub-saharan africa,sub-saharan africa,eligible,10.47,prevention,Malaria prevention,0.6,0.44
197,eswatini,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",1034,515,50,4970,226,1128,,,,,,,294062,372343,84013.7,106378.7,58.2,3946,93.5,,,southern sub-saharan africa,sub-saharan africa,eligible,98.62,prevention,HIV/AIDS prevention,0.6,0.44
197,eswatini,Malaria,IPT for infants,0 to 11 m,1439,1190,380,3921,806,1773,,,,,,,302,32,86.4073451,9.163958683,1.2,3946,30,,,southern sub-saharan africa,sub-saharan africa,eligible,10.32,prevention,Malaria prevention,0.6,0.44
197,eswatini,HIV/AIDS,ART for prevention,adults,1857,1001,124,8782,496,2144,,,,,,,23217,28547,170159.1,209219.2,58.2,3946,93.5,,,southern sub-saharan africa,sub-saharan africa,eligible,70.82,art,HIV/AIDS art,0.6,0.44
197,eswatini,HIV/AIDS,ART for prevention,0 to 9 y,2744,1529,205,12867,744,3162,,,,,,,6303,1557,17520.3,4328.2,133.5,3946,93.5,,,southern sub-saharan africa,sub-saharan africa,eligible,62.74,art,HIV/AIDS art,0.6,0.44
197,eswatini,HIV/AIDS,PREP for heterosexuals,adults,3791,2054,188,18565,968,4116,399,,,4639,,,23217,28547,170159.1,209219.2,28.8,3946,67,,,southern sub-saharan africa,sub-saharan africa,eligible,98.7,prevention,HIV/AIDS prevention,0.6,0.44
197,eswatini,Malaria,Malaria vaccine,0 to 4 y,3903,3335,1034,9485,2262,5065,,,,,,,247,49,346.9245077,68.80021521,8,3946,36,,,southern sub-saharan africa,sub-saharan africa,eligible,9.17,prevention,Malaria prevention,0.6,0.44
197,eswatini,HIV/AIDS,PREP for MSM,adults,4952,2716,241,24236,1254,5274,399,,,4639,,,11077,11135,81185.4,81605.6,28.8,3946,67,,,southern sub-saharan africa,sub-saharan africa,eligible,100.48,prevention,HIV/AIDS prevention,0.6,0.44
197,eswatini,Malaria,Bed nets,all ages,7611,6543,1971,18621,4412,9689,,,,,,,64,58,733.0246776,664.3918864,0.72,3946,44,,,southern sub-saharan africa,sub-saharan africa,eligible,9.45,prevention,Malaria prevention,0.6,0.44
179,ethiopia,Syphilis,Antental syphilis screening,0 to 11 m,10,9,3,25,6,12,,11,11,,1,1,10491,0,367184.9,0,0.6,881,,86,99,eastern sub-saharan africa,sub-saharan africa,eligible,9.54,prevention,Syphilis prevention,0.36,0.13
179,ethiopia,Malaria,IPT for pregnant women,0 to 11 m,14,12,4,36,8,17,,,,,4,,12568,3525,439873.2154,123383.62,3.6,881,61,,,eastern sub-saharan africa,sub-saharan africa,eligible,9.33,prevention,Malaria prevention,0.36,0.13
179,ethiopia,Malaria,IPT for infants,0 to 11 m,28,23,8,74,17,34,,,,,4,,12568,3525,439873.2154,123383.62,1.2,881,30,,,eastern sub-saharan africa,sub-saharan africa,eligible,9.11,prevention,Malaria prevention,0.36,0.13
179,ethiopia,Malaria,Malaria vaccine,0 to 4 y,80,69,22,193,47,102,,38,13863,,4,4,5990,5216,999140.214,869953.6118,8,881,36,,,eastern sub-saharan africa,sub-saharan africa,eligible,8.63,prevention,Malaria prevention,0.36,0.13
179,ethiopia,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,1189,31568,1279375.2,33964438.2,11.27,881,93,,,eastern sub-saharan africa,sub-saharan africa,eligible,196.74,prevention,Tuberculosis prevention,0.36,0.13
179,ethiopia,Malaria,Bed nets,all ages,176,155,51,436,106,216,,,,,4,,1073,4164,1154085.368,4480495.409,0.72,881,44,,,eastern sub-saharan africa,sub-saharan africa,eligible,8.52,prevention,Malaria prevention,0.36,0.13
179,ethiopia,Tuberculosis,Xpert TB test,all ages,305,222,47,1062,131,389,,2,2,,4,4,1189,31568,1279375.2,33964438.2,12.1,881,,64.6,99,eastern sub-saharan africa,sub-saharan africa,eligible,22.5,prevention,Tuberculosis prevention,0.36,0.13
179,ethiopia,Tuberculosis,BCG vaccine against TB,0 to 4 y,484,280,40,1979,144,563,,,,,,,859,17532,143270.1,2924312.6,0.01,881,80,,,eastern sub-saharan africa,sub-saharan africa,eligible,48.98,prevention,Tuberculosis prevention,0.36,0.13
179,ethiopia,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",540,284,32,2452,135,613,,,,,,,21716,10856,760063.7,379958.2,58.2,881,93.5,,,eastern sub-saharan africa,sub-saharan africa,eligible,77.58,prevention,HIV/AIDS prevention,0.36,0.13
179,ethiopia,HIV/AIDS,ART for prevention,adults,980,537,65,4535,263,1105,,,,,,,1953,1186,1201671.6,729716.9,58.2,881,93.5,,,eastern sub-saharan africa,sub-saharan africa,eligible,69.45,art,HIV/AIDS art,0.36,0.13
179,ethiopia,Tuberculosis,Preventive therapy for TB,adults,1071,688,112,4759,374,1232,,,,,,,1811,44483,1114352.8,27367710.6,3.45,881,64,,,eastern sub-saharan africa,sub-saharan africa,eligible,42.45,prevention,Tuberculosis prevention,0.36,0.13
179,ethiopia,HIV/AIDS,ART for prevention,0 to 9 y,1298,732,86,6204,341,1469,,,,,,,1119,194,357498.7,61833.4,133.5,881,93.5,,,eastern sub-saharan africa,sub-saharan africa,eligible,71.97,art,HIV/AIDS art,0.36,0.13
179,ethiopia,HIV/AIDS,PREP for heterosexuals,adults,9362,5132,454,43841,2371,10253,1137,18881,18881,93667,1,1,1953,1186,1201671.6,729716.9,28.8,881,67,,,eastern sub-saharan africa,sub-saharan africa,eligible,96.46,prevention,HIV/AIDS prevention,0.36,0.13
179,ethiopia,HIV/AIDS,PREP for MSM,adults,13530,7300,675,66262,3475,14922,1137,18881,18881,93667,1,1,699,430,429836,264876.6,28.8,881,67,,,eastern sub-saharan africa,sub-saharan africa,eligible,98.22,prevention,HIV/AIDS prevention,0.36,0.13
22,fiji,Syphilis,Antental syphilis screening,0 to 11 m,10,9,3,26,6,13,,,,,,,5860,0,1016.8,0,0.6,5844,,86,99,oceania,"southeast asia, east asia, and oceania",eligible,9.25,prevention,Syphilis prevention,0.51,0.33
22,fiji,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,172,36773,1566,335090.5,11.27,5844,93,,,oceania,"southeast asia, east asia, and oceania",eligible,196.74,prevention,Tuberculosis prevention,0.51,0.33
22,fiji,Tuberculosis,Xpert TB test,all ages,619,444,93,2142,278,780,,,,,,,172,36773,1566,335090.5,12.1,5844,,64.6,99,oceania,"southeast asia, east asia, and oceania",eligible,22.96,prevention,Tuberculosis prevention,0.51,0.33
22,fiji,Tuberculosis,BCG vaccine against TB,0 to 4 y,1718,1124,194,6089,609,2107,,,,,,,74,14945,65.9,13261.1,0.01,5844,80,,,oceania,"southeast asia, east asia, and oceania",eligible,31.44,prevention,Tuberculosis prevention,0.51,0.33
22,fiji,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",2160,1146,139,10232,554,2502,,,,,,,1358,1233,235.6,213.9,58.2,5844,93.5,,,oceania,"southeast asia, east asia, and oceania",eligible,73.5,prevention,HIV/AIDS prevention,0.51,0.33
22,fiji,Tuberculosis,Preventive therapy for TB,adults,2980,2157,438,11218,1244,3570,,,,,,,225,47809,1452.2,308723.2,3.45,5844,64,,,oceania,"southeast asia, east asia, and oceania",eligible,25.59,prevention,Tuberculosis prevention,0.51,0.33
22,fiji,HIV/AIDS,ART for prevention,adults,4367,2505,287,19720,1149,4955,,,,,,,65,71,420.7,458.7,58.2,5844,93.5,,,oceania,"southeast asia, east asia, and oceania",eligible,68.76,art,HIV/AIDS art,0.51,0.33
22,fiji,HIV/AIDS,ART for prevention,0 to 9 y,6264,3584,369,29710,1550,7186,,,,,,,78,7,139.8,13.3,133.5,5844,93.5,,,oceania,"southeast asia, east asia, and oceania",eligible,80.43,art,HIV/AIDS art,0.51,0.33
22,fiji,HIV/AIDS,PREP for heterosexuals,adults,29648,16344,1411,139564,7322,32277,,,,,,,65,71,420.7,458.7,28.8,5844,67,,,oceania,"southeast asia, east asia, and oceania",eligible,98.93,prevention,HIV/AIDS prevention,0.51,0.33
22,fiji,HIV/AIDS,PREP for MSM,adults,39321,21485,2042,198167,9799,43604,,,,,,,30,34,192.6,216.7,28.8,5844,67,,,oceania,"southeast asia, east asia, and oceania",eligible,97.06,prevention,HIV/AIDS prevention,0.51,0.33
483,free state,Syphilis,Antental syphilis screening,0 to 11 m,5,4,1,12,3,6,,,,,,,23406,0,10378.7,0,0.6,6267,,86,99,southern sub-saharan africa,sub-saharan africa,eligible,9.38,prevention,Syphilis prevention,0.56,
483,free state,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,1999,46568,54337.5,1265640.8,11.27,6267,93,,,southern sub-saharan africa,sub-saharan africa,eligible,196.74,prevention,Tuberculosis prevention,0.56,
483,free state,Tuberculosis,BCG vaccine against TB,0 to 4 y,200,136,23,714,74,249,,,,,,,1815,32353,4156.1,74080.4,0.01,6267,80,,,southern sub-saharan africa,sub-saharan africa,eligible,30.63,prevention,Tuberculosis prevention,0.56,
483,free state,Tuberculosis,Xpert TB test,all ages,526,373,80,1855,234,660,,,,,,,1999,46568,54337.5,1265640.8,12.1,6267,,64.6,99,southern sub-saharan africa,sub-saharan africa,eligible,23.25,prevention,Tuberculosis prevention,0.56,
483,free state,Tuberculosis,Preventive therapy for TB,adults,638,445,83,2478,243,782,,,,,,,2431,54539,48776.9,1094319.6,3.45,6267,64,,,southern sub-saharan africa,sub-saharan africa,eligible,29.97,prevention,Tuberculosis prevention,0.56,
483,free state,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",1116,546,53,5317,240,1201,,,,,,,460103,492616,204020.9,218437.6,58.2,6267,93.5,,,southern sub-saharan africa,sub-saharan africa,eligible,99.94,prevention,HIV/AIDS prevention,0.56,
483,free state,HIV/AIDS,ART for prevention,adults,2109,1131,142,9916,564,2432,,,,,,,22504,23411,451548,469732,58.2,6267,93.5,,,southern sub-saharan africa,sub-saharan africa,eligible,69.69,art,HIV/AIDS art,0.56,
483,free state,HIV/AIDS,ART for prevention,0 to 9 y,3538,1991,254,16429,970,4062,,,,,,,2478,484,11756.9,2296,133.5,6267,93.5,,,southern sub-saharan africa,sub-saharan africa,eligible,64.63,art,HIV/AIDS art,0.56,
483,free state,HIV/AIDS,PREP for heterosexuals,adults,3832,2077,190,18742,978,4164,399,,,4639,,,22504,23411,451548,469732,28.8,6267,67,,,southern sub-saharan africa,sub-saharan africa,eligible,98.59,prevention,HIV/AIDS prevention,0.56,
483,free state,HIV/AIDS,PREP for MSM,adults,5113,2804,249,25044,1296,5455,399,,,4639,,,10105,8779,202746.3,176150.1,28.8,6267,67,,,southern sub-saharan africa,sub-saharan africa,eligible,100.7,prevention,HIV/AIDS prevention,0.56,
173,gabon,Malaria,IPT for pregnant women,0 to 11 m,7,6,2,17,4,8,,,,,2,,24830,15415,10294.83501,6391.221542,3.6,7881,61,,,central sub-saharan africa,sub-saharan africa,eligible,9.02,prevention,Malaria prevention,0.36,0.36
173,gabon,Syphilis,Antental syphilis screening,0 to 11 m,8,7,2,20,4,10,,3,3,,1,1,8722,0,3616.5,0,0.6,7880,,86,99,central sub-saharan africa,sub-saharan africa,eligible,9.38,prevention,Syphilis prevention,0.36,0.36
173,gabon,Malaria,IPT for infants,0 to 11 m,14,11,4,36,8,16,,24,24,,2,2,24830,15415,10294.83501,6391.221542,1.2,7881,30,,,central sub-saharan africa,sub-saharan africa,eligible,9.43,prevention,Malaria prevention,0.36,0.36
173,gabon,Malaria,Malaria vaccine,0 to 4 y,39,34,12,94,23,50,,87,87,,2,2,10274,21663,20756.67438,43764.29299,8,7881,36,,,central sub-saharan africa,sub-saharan africa,eligible,8.15,prevention,Malaria prevention,0.36,0.36
173,gabon,Malaria,Bed nets,all ages,101,88,29,242,62,127,,,,,2,,2583,18139,45205.83623,317442.2796,0.72,7881,44,,,central sub-saharan africa,sub-saharan africa,eligible,8.23,prevention,Malaria prevention,0.36,0.36
173,gabon,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,1060,26146,18555.4,457564.2,11.27,7880,93,,,central sub-saharan africa,sub-saharan africa,eligible,196.74,prevention,Tuberculosis prevention,0.36,0.36
173,gabon,Tuberculosis,BCG vaccine against TB,0 to 4 y,434,300,54,1492,170,534,,,,,,,519,11954,1049.3,24149.5,0.01,7880,80,,,central sub-saharan africa,sub-saharan africa,eligible,27.38,prevention,Tuberculosis prevention,0.36,0.36
173,gabon,Tuberculosis,Preventive therapy for TB,adults,848,598,113,3169,336,1052,,,,,,,1478,34843,17250.6,406775.3,3.45,7880,64,,,central sub-saharan africa,sub-saharan africa,eligible,27.97,prevention,Tuberculosis prevention,0.36,0.36
173,gabon,Tuberculosis,Xpert TB test,all ages,1286,922,193,4537,568,1604,,,,,,,1060,26146,18555.4,457564.2,12.1,7880,,64.6,99,central sub-saharan africa,sub-saharan africa,eligible,23.48,prevention,Tuberculosis prevention,0.36,0.36
173,gabon,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",1450,750,81,7022,338,1636,,,,,,,82927,66012,34382.7,27369.6,58.2,7880,93.5,,,central sub-saharan africa,sub-saharan africa,eligible,86.69,prevention,HIV/AIDS prevention,0.36,0.36
173,gabon,HIV/AIDS,ART for prevention,adults,2731,1495,199,12723,748,3176,,,,,,,4606,4172,53774.9,48705.9,58.2,7880,93.5,,,central sub-saharan africa,sub-saharan africa,eligible,63.8,art,HIV/AIDS art,0.36,0.36
173,gabon,HIV/AIDS,ART for prevention,0 to 9 y,4151,2351,291,19484,1140,4773,,,,,,,1172,215,4640.1,852.7,133.5,7880,93.5,,,central sub-saharan africa,sub-saharan africa,eligible,67,art,HIV/AIDS art,0.36,0.36
173,gabon,HIV/AIDS,PREP for heterosexuals,adults,6669,3650,325,31631,1684,7235,4073,4854,4854,23148,1,1,4606,4172,53774.9,48705.9,28.8,7880,67,,,central sub-saharan africa,sub-saharan africa,eligible,97.27,prevention,HIV/AIDS prevention,0.36,0.36
173,gabon,HIV/AIDS,PREP for MSM,adults,10614,5708,527,52394,2704,11647,4073,4854,4854,23148,1,1,1250,1243,14590.1,14512.4,28.8,7880,67,,,central sub-saharan africa,sub-saharan africa,eligible,99.34,prevention,HIV/AIDS prevention,0.36,0.36
206,gambia,Syphilis,Antental syphilis screening,0 to 11 m,10,8,3,24,6,12,,,,,,,10752,0,7392.8,0,0.6,779,,86,99,western sub-saharan africa,sub-saharan africa,eligible,9.19,prevention,Syphilis prevention,0.18,0.25
206,gambia,Malaria,IPT for pregnant women,0 to 11 m,22,19,6,58,13,28,,,,,,,6880,2033,4730.823754,1398.130524,3.6,779,61,,,western sub-saharan africa,sub-saharan africa,eligible,9.35,prevention,Malaria prevention,0.18,0.25
206,gambia,Malaria,IPT for infants,0 to 11 m,45,37,13,119,26,55,,,,,,,6880,2033,4730.823754,1398.130524,1.2,779,30,,,western sub-saharan africa,sub-saharan africa,eligible,9.26,prevention,Malaria prevention,0.18,0.25
206,gambia,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,1263,15935,28368.8,357875.5,11.27,779,93,,,western sub-saharan africa,sub-saharan africa,eligible,196.74,prevention,Tuberculosis prevention,0.18,0.25
206,gambia,Malaria,Malaria vaccine,0 to 4 y,132,114,38,313,78,170,,,,,,,3719,2869,12258.7817,9455.189535,8,779,36,,,western sub-saharan africa,sub-saharan africa,eligible,8.29,prevention,Malaria prevention,0.18,0.25
206,gambia,Malaria,Bed nets,all ages,261,229,76,659,158,322,,,,,,,1472,2559,33068.62054,57468.21074,0.72,779,44,,,western sub-saharan africa,sub-saharan africa,eligible,8.71,prevention,Malaria prevention,0.18,0.25
206,gambia,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",457,238,27,2143,112,508,,,,,,,38730,19540,26630.1,13435.7,58.2,779,93.5,,,western sub-saharan africa,sub-saharan africa,eligible,80.55,prevention,HIV/AIDS prevention,0.18,0.25
206,gambia,Tuberculosis,BCG vaccine against TB,0 to 4 y,589,327,43,2447,164,681,,,,,,,686,7509,2259.5,24748.4,0.01,779,80,,,western sub-saharan africa,sub-saharan africa,eligible,56.51,prevention,Tuberculosis prevention,0.18,0.25
206,gambia,Tuberculosis,Xpert TB test,all ages,621,447,84,2212,264,773,,,,,,,1263,15935,28368.8,357875.5,12.1,779,,64.6,99,western sub-saharan africa,sub-saharan africa,eligible,26.36,prevention,Tuberculosis prevention,0.18,0.25
206,gambia,HIV/AIDS,ART for prevention,adults,838,456,55,3949,221,947,,,,,,,4049,1856,53484,24515.9,58.2,779,93.5,,,western sub-saharan africa,sub-saharan africa,eligible,71.53,art,HIV/AIDS art,0.18,0.25
206,gambia,Tuberculosis,Preventive therapy for TB,adults,1050,664,104,4800,360,1203,,,,,,,1944,23288,25679.4,307628.8,3.45,779,64,,,western sub-saharan africa,sub-saharan africa,eligible,46.02,prevention,Tuberculosis prevention,0.18,0.25
206,gambia,HIV/AIDS,ART for prevention,0 to 9 y,1229,697,80,5994,322,1378,,,,,,,622,140,3960,894.2,133.5,779,93.5,,,western sub-saharan africa,sub-saharan africa,eligible,74.93,art,HIV/AIDS art,0.18,0.25
206,gambia,HIV/AIDS,PREP for heterosexuals,adults,7572,4150,373,35689,1919,8268,5778,,,39957,,,4049,1856,53484,24515.9,28.8,779,67,,,western sub-saharan africa,sub-saharan africa,eligible,95.78,prevention,HIV/AIDS prevention,0.18,0.25
206,gambia,HIV/AIDS,PREP for MSM,adults,9971,5473,489,48859,2544,10991,5778,,,39957,,,1888,697,24945.8,9208.5,28.8,779,67,,,western sub-saharan africa,sub-saharan africa,eligible,99.92,prevention,HIV/AIDS prevention,0.18,0.25
484,gauteng,Syphilis,Antental syphilis screening,0 to 11 m,4,4,1,11,2,6,,,,,,,22724,0,59754.2,0,0.6,9158,,86,99,southern sub-saharan africa,sub-saharan africa,eligible,9.17,prevention,Syphilis prevention,0.56,
484,gauteng,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,1146,43396,166894.3,6319679.5,11.27,9158,93,,,southern sub-saharan africa,sub-saharan africa,eligible,196.74,prevention,Tuberculosis prevention,0.56,
484,gauteng,Tuberculosis,BCG vaccine against TB,0 to 4 y,358,250,45,1276,137,438,,,,,,,679,28135,8836,365888.5,0.01,9158,80,,,southern sub-saharan africa,sub-saharan africa,eligible,28.36,prevention,Tuberculosis prevention,0.56,
484,gauteng,Tuberculosis,Preventive therapy for TB,adults,870,600,116,3320,341,1088,,,,,,,1387,50009,153499.7,5533584.7,3.45,9158,64,,,southern sub-saharan africa,sub-saharan africa,eligible,28.59,prevention,Tuberculosis prevention,0.56,
484,gauteng,Tuberculosis,Xpert TB test,all ages,912,645,132,3057,401,1129,,,,,,,1146,43396,166894.3,6319679.5,12.1,9158,,64.6,99,southern sub-saharan africa,sub-saharan africa,eligible,23.07,prevention,Tuberculosis prevention,0.56,
484,gauteng,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",1297,645,63,6280,285,1412,,,,,,,306566,360200,806144,947179,58.2,9158,93.5,,,southern sub-saharan africa,sub-saharan africa,eligible,100,prevention,HIV/AIDS prevention,0.56,
484,gauteng,HIV/AIDS,ART for prevention,adults,2466,1323,170,11653,659,2825,,,,,,,15871,16809,1756132.9,1859899.5,58.2,9158,93.5,,,southern sub-saharan africa,sub-saharan africa,eligible,68.55,art,HIV/AIDS art,0.56,
484,gauteng,HIV/AIDS,ART for prevention,0 to 9 y,4099,2321,289,19086,1124,4688,,,,,,,1854,385,46131.1,9578.6,133.5,9158,93.5,,,southern sub-saharan africa,sub-saharan africa,eligible,66.06,art,HIV/AIDS art,0.56,
484,gauteng,HIV/AIDS,PREP for heterosexuals,adults,4329,2353,214,20851,1099,4751,399,,,4639,,,15871,16809,1756132.9,1859899.5,28.8,9158,67,,,southern sub-saharan africa,sub-saharan africa,eligible,97.43,prevention,HIV/AIDS prevention,0.56,
484,gauteng,HIV/AIDS,PREP for MSM,adults,5671,3102,276,27864,1439,6067,399,,,4639,,,7510,6197,831034.8,685654.9,28.8,9158,67,,,southern sub-saharan africa,sub-saharan africa,eligible,101.1,prevention,HIV/AIDS prevention,0.56,
35,georgia,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,211,21775,7721.1,797999,11.27,4588,93,,,central asia,"central europe, eastern europe, and central asia",eligible,196.74,prevention,Tuberculosis prevention,0.26,0.69
35,georgia,Tuberculosis,Xpert TB test,all ages,839,605,128,2954,372,1045,,,,,,,211,21775,7721.1,797999,12.1,4588,,64.6,99,central asia,"central europe, eastern europe, and central asia",eligible,23.12,prevention,Tuberculosis prevention,0.26,0.69
35,georgia,Syphilis,Antental syphilis screening,0 to 11 m,980,833,243,2659,536,1217,,,,,,,1,0,0.7,0,0.6,4588,,86,99,central asia,"central europe, eastern europe, and central asia",eligible,10.95,prevention,Syphilis prevention,0.26,0.69
35,georgia,Tuberculosis,BCG vaccine against TB,0 to 4 y,1311,860,143,4783,466,1607,,,,,,,118,6645,291,16400.7,0.01,4588,80,,,central asia,"central europe, eastern europe, and central asia",eligible,33.54,prevention,Tuberculosis prevention,0.26,0.69
35,georgia,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",2052,1088,132,9642,524,2379,,,,,,,542,1268,249.6,583.3,58.2,4588,93.5,,,central asia,"central europe, eastern europe, and central asia",eligible,73.15,prevention,HIV/AIDS prevention,0.26,0.69
35,georgia,Tuberculosis,Preventive therapy for TB,adults,2893,2017,423,11018,1180,3410,,,,,,,251,25839,7382.6,759591,3.45,4588,64,,,central asia,"central europe, eastern europe, and central asia",eligible,26.07,prevention,Tuberculosis prevention,0.26,0.69
35,georgia,HIV/AIDS,ART for prevention,adults,3751,2131,258,16968,1002,4271,,,,,,,49,152,1435.4,4474.2,58.2,4588,93.5,,,central asia,"central europe, eastern europe, and central asia",eligible,65.87,art,HIV/AIDS art,0.26,0.69
35,georgia,HIV/AIDS,ART for prevention,0 to 9 y,6001,3422,349,28585,1482,6913,,,,,,,14,7,68.5,36.4,133.5,4588,93.5,,,central asia,"central europe, eastern europe, and central asia",eligible,81.98,art,HIV/AIDS art,0.26,0.69
35,georgia,HIV/AIDS,PREP for heterosexuals,adults,32806,18070,1565,154847,8126,35829,,,,,,,49,152,1435.4,4474.2,28.8,4588,67,,,central asia,"central europe, eastern europe, and central asia",eligible,98.92,prevention,HIV/AIDS prevention,0.26,0.69
35,georgia,HIV/AIDS,PREP for MSM,adults,36321,19851,1881,182687,9085,40461,,,,,,,37,111,1099.1,3255.4,28.8,4588,67,,,central asia,"central europe, eastern europe, and central asia",eligible,97.11,prevention,HIV/AIDS prevention,0.26,0.69
207,ghana,Malaria,IPT for pregnant women,0 to 11 m,5,4,1,12,3,6,,0,3,,8,8,45025,15638,369736.7737,128412.0371,3.6,2046,61,,,western sub-saharan africa,sub-saharan africa,eligible,8.89,prevention,Malaria prevention,0.36,0.26
207,ghana,Malaria,IPT for infants,0 to 11 m,9,8,3,25,6,12,,1,1,,8,8,45025,15638,369736.7737,128412.0371,1.2,2046,30,,,western sub-saharan africa,sub-saharan africa,eligible,9.09,prevention,Malaria prevention,0.36,0.26
207,ghana,Syphilis,Antental syphilis screening,0 to 11 m,11,10,3,28,6,14,,5,5,,1,1,7822,0,64231.8,0,0.6,2046,,86,99,western sub-saharan africa,sub-saharan africa,eligible,9.47,prevention,Syphilis prevention,0.36,0.26
207,ghana,Malaria,Malaria vaccine,0 to 4 y,28,24,8,67,17,35,,94,94,,8,8,22581,21964,896598.9825,872108.5474,8,2046,36,,,western sub-saharan africa,sub-saharan africa,eligible,8.55,prevention,Malaria prevention,0.36,0.26
207,ghana,Malaria,Bed nets,all ages,66,58,20,163,40,81,,,,,8,,4550,18673,1434768.262,5888882.494,0.72,2046,44,,,western sub-saharan africa,sub-saharan africa,eligible,8.11,prevention,Malaria prevention,0.36,0.26
207,ghana,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,1284,22434,404769.9,7074928.6,11.27,2046,93,,,western sub-saharan africa,sub-saharan africa,eligible,196.74,prevention,Tuberculosis prevention,0.36,0.26
207,ghana,Tuberculosis,BCG vaccine against TB,0 to 4 y,409,265,44,1484,145,495,,,,,,,814,10012,32338.2,397536.4,0.01,2046,80,,,western sub-saharan africa,sub-saharan africa,eligible,33.59,prevention,Tuberculosis prevention,0.36,0.26
207,ghana,Tuberculosis,Xpert TB test,all ages,513,368,78,1801,223,641,,,,,,,1284,22434,404769.9,7074928.6,12.1,2046,,64.6,99,western sub-saharan africa,sub-saharan africa,eligible,23.06,prevention,Tuberculosis prevention,0.36,0.26
207,ghana,Tuberculosis,Preventive therapy for TB,adults,895,610,116,3307,343,1036,,,,,,,1817,30751,367489.4,6220863.1,3.45,2046,64,,,western sub-saharan africa,sub-saharan africa,eligible,28.41,prevention,Tuberculosis prevention,0.36,0.26
207,ghana,HIV/AIDS,Option B+,"women 10-49 y, 0 to 11 m",982,514,58,4634,242,1100,,,,,,,49435,21084,405951,173139.1,58.2,2046,93.5,,,western sub-saharan africa,sub-saharan africa,eligible,79.48,prevention,HIV/AIDS prevention,0.36,0.26
207,ghana,HIV/AIDS,ART for prevention,adults,1862,1025,132,8825,506,2092,,,,,,,3577,1472,723538.8,297685.7,58.2,2046,93.5,,,western sub-saharan africa,sub-saharan africa,eligible,66.6,art,HIV/AIDS art,0.36,0.26
207,ghana,HIV/AIDS,ART for prevention,0 to 9 y,2698,1579,181,12718,713,3053,,,,,,,515,120,39846,9276.2,133.5,2046,93.5,,,western sub-saharan africa,sub-saharan africa,eligible,70.15,art,HIV/AIDS art,0.36,0.26
207,ghana,HIV/AIDS,PREP for heterosexuals,adults,7285,3999,354,34520,1850,7894,5778,16493,16493,39957,1,1,3577,1472,723538.8,297685.7,28.8,2046,67,,,western sub-saharan africa,sub-saharan africa,eligible,97.43,prevention,HIV/AIDS prevention,0.36,0.26
207,ghana,HIV/AIDS,PREP for MSM,adults,10493,5646,521,51857,2673,11518,5778,16493,16493,39957,1,1,1292,447,261276.3,90431.3,28.8,2046,67,,,western sub-saharan africa,sub-saharan africa,eligible,99.51,prevention,HIV/AIDS prevention,0.36,0.26
112,grenada,Tuberculosis,Chemotherapy for DS-TB,all ages,122,46,3,669,20,113,,,,,,,28,22726,28.6,23456.5,11.27,10825,93,,,caribbean,latin america and caribbean,eligible,196.74,prevention,Tuberculosis prevention,0.28,0.51
112,grenada,Syphilis,Antental syphilis screening,0 to 11 m,201,174,53,520,115,248,,,,,,,17,0,0.2,0,0.6,10825,,86,99,caribbean,latin america and caribbean,eligible,9.82,prevention,Syphilis prevention,0.28,0.51
